"CONTRATO";"OBJETO_CONTRATO";"NUMERO_SEQUENCIAL_PARALISACAO";"DATA_PARALISACAO";"TERMO_PARALISACAO";"DATA_REINICIO";"TERMO_REINICIO";"NUMERO_DIAS_PARALISADOS";"JUSTIFICATIVA_PARALISACAO"
CT-00075/2020;TRECHO: CANOINHA - MONTE CASTELO;1;2021-12-01 00:00:00;"041/2021";2022-04-29 00:00:00;"010/2022";149;
CT-00080/2020/SIE;CONCLUSÃO DO TREVO DE ACESSO AO AEROPORTO DE CORRE;1;2021-10-04 00:00:00;"006/2021/DTRA/SIE";2022-01-03 00:00:00;"001/2022/DTRA/SIE";91;
CT-00079/2020;PASSARELA DE PEDESTRES - ACESSO RATONES;1;2021-07-01 00:00:00;"011/2021";;;;
CT-00088/2020;SUPERVISÃO SERRA DO RIO DO RASTRO;1;2022-01-13 00:00:00;"002/2022";2022-05-02 00:00:00;"006/2022";109;
CT-00084/2020;ESTUDO CONFORMIDADE AMBIENTAL(ECA) - SC283 (FLONA);1;2021-05-24 00:00:00;"001/2021";;;378;
CT-00083/2020/SIE;REFORMA SEÇÃO DE COMBATE A INCÊNDIO AERO JAGUARUNA;1;2021-05-28 00:00:00;"002/2021/DTRA/SIE";2021-09-03 00:00:00;"003/2021/DTRA/SIE";98;
CT-00127/2020/SES-FESAUDE;HOSPITAL E MATERNIDADE TEREZA RAMOS;1;2020-04-07 00:00:00;primeiro termo;2020-11-23 00:00:00;Reinício 01;230;
CT-00110/2020/SES-FESAUDE;INSTITUTO DE PSIQUIATRIA - HOSPITAL SANTA TEREZA E COMPLEXO PENITENCIÁRIO SÃO PEDRO DE ALCÂNTARA;1;2021-01-16 00:00:00;"2º termo";2021-02-03 00:00:00;"002/2012";18;
CT-00110/2020/SES-FESAUDE;INSTITUTO DE PSIQUIATRIA - HOSPITAL SANTA TEREZA E COMPLEXO PENITENCIÁRIO SÃO PEDRO DE ALCÂNTARA;2;2021-05-01 00:00:00;segundo termo;2021-06-08 00:00:00;segundo termo;38;
CT-00065/2020/SED;EIEF TAGUATÓ;1;2020-03-17 00:00:00;"01";;;811;
CT-00081/2020/SES-FESAUDE;HOSPITAL CELSO RAMOS;1;2020-02-17 00:00:00;Primeiro Termo;2020-02-26 00:00:00;Primeiro Termo;9;
CT-00081/2020/SES-FESAUDE;HOSPITAL CELSO RAMOS;2;2020-03-18 00:00:00;Segundo Termo;2020-04-13 00:00:00;Termo de Reinício 07;26;
CT-00081/2020/SES-FESAUDE;HOSPITAL CELSO RAMOS;3;2020-04-29 00:00:00;Terceiro Termo;2020-06-03 00:00:00;Termo Reinício 03/20;35;
CT-00001/2020/IPREV;IPREV - CONFORME  OFICIO 472001 EXPEDIDO IPUF PROCEDE-SE TOMBAMENTO DO IMÓVEL (DESOCUPADO);1;2020-07-21 00:00:00;Paralisação 1;2020-11-24 00:00:00;"001/SIE/SOC/2020";126;
CT-00108/2020/SES-FESAUDE;HOSPITAL REGIONAL DE SÃO JOSÉ - DR. HOMERO DE MIRANDA GOMES;1;2021-12-10 00:00:00;"01";;;178;
CT-00136/2020/SES-FESAUDE;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);1;2022-03-17 00:00:00;"01";;;81;
CT-00088/2020/UDESC;UDESC  (SECRETARIA DO ESTADO DA FAZENDA SC) TRANSFERÊNCIA DO IMÓVEL PARA UDESC;1;2020-03-24 00:00:00;DECRETO Nº 525, DE 2;2020-04-02 00:00:00;PORTARIA Nº 214 ? DE;9;
CT-00165/2020/SES-FESAUDE;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);1;2021-04-27 00:00:00;Paralisação 01;2021-08-09 00:00:00;"09.2021";104;
CT-00182/2020/SES-FESAUDE;MATERNIDADE CARMELA DUTRA (HEMOSC - CEPON);1;2021-02-01 00:00:00;TA_01;2021-06-16 00:00:00;"005-GEOMA-2021";135;
CT-00182/2020/SES-FESAUDE;MATERNIDADE CARMELA DUTRA (HEMOSC - CEPON);2;2021-07-22 00:00:00;Paralisação_02;;;319;
CT-00184/2020/SES-FESAUDE;INSTITUTO DE PSIQUIATRIA - HOSPITAL SANTA TEREZA E COMPLEXO PENITENCIÁRIO SÃO PEDRO DE ALCÂNTARA;1;2021-04-17 00:00:00;"01";2021-08-03 00:00:00;"008";108;
CT-00100/2020/SED;E.E.M. ABDON BATISTA;1;2020-08-13 00:00:00;"15389/2020";2020-10-14 00:00:00;"15389/2020";62;
CT-00358/2020/SES-FESAUDE;SECRETARIA DE ESTADO SAÚDE E SECRETARIA DE ESTADO DA EDUCAÇÃO E OUTROS ÓRGÃOS;1;2021-02-15 00:00:00;Paralisação 01;;;476;
CT-00082/2020/SAP-FPSC;COMPLEXO PENITENCIÁRIO;1;2021-05-01 00:00:00;"0001";;;401;
CT-00007/2020/PGE;PROCURADORIA-GERAL DO ESTADO (FUNJURE);1;2021-04-23 00:00:00;TP 1;2021-06-07 00:00:00;TR 1;45;
CT-00112/2020/SAP-FPSC;UNIDADE PRISIONAL AVANÇADA DE INDAIAL, COMPLEXO PENITENCIÁRIO DA REGIÃO DE CURITIBANOS, PENITENCIÁRI;1;2021-12-06 00:00:00;"001";;;182;
CT-00116/2020/SAP-FPSC;TERRENO PÚBLICO (CORPO DE BOMBEIROS MILITAR);1;2021-11-03 00:00:00;"01-CT116/2020/SAP";;;215;
CT-00263/2020/SED;EEB JOÃO SILVEIRA;1;2021-03-08 00:00:00;TP 1;2021-06-01 00:00:00;TR 1;85;
CT-00120/2020/SAP-FPSC;PRESIDIO REGIONAL DO EXTREMO SUL CATARINENSE;1;2021-11-03 00:00:00;"01-CT-120/2020/SAP";;;215;
CT-00104/2020/SSP-FUMCBM;DELEGACIA DE POLICIA;1;2021-04-12 00:00:00;"01/21/DLF";2021-09-22 00:00:00;"22/09/DLF";163;
CT-00131/2020/SAP-FPSC;"PENITENCIARIA AGRICOLA; INDUSTRIAL E PRESÍDIO REGIONAL DE CHAPECÓ";1;2022-05-10 00:00:00;"001";;;27;
CT-00199/2020/SSP-FUMPOM;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;1;2021-02-25 00:00:00;"001";2021-03-15 00:00:00;"001";18;
CT-00135/2020/SAP-FPSC;"PENITENCIARIA AGRICOLA; INDUSTRIAL E PRESÍDIO REGIONAL DE CHAPECÓ";1;2021-12-06 00:00:00;"001";;;182;
CT-00021/2020/SDE;IPREV - CONFORME  OFICIO 472001 EXPEDIDO IPUF PROCEDE-SE TOMBAMENTO DO IMÓVEL (DESOCUPADO);1;2021-04-30 00:00:00;"01";2021-05-25 00:00:00;"01";25;
CT-00138/2020/SSP-FUMCBM;VIAS MUNICIPAIS;1;2021-04-22 00:00:00;"02";;;124;
CT-00575/2020/SES-FESAUDE;INSTITUTO DE PSIQUIATRIA (HOSPITAL COLÔNIA SANTANA)(DOAÇÃO LEI 17.3762017);1;2022-05-04 00:00:00;Primeiro termo;;;0;
PJ-00001/2019;PASSARELA BR 101 - BRUSQUE;1;2019-11-22 00:00:00;"019/2019";2020-02-17 00:00:00;"006/2020";87;
PJ-00001/2019;PASSARELA BR 101 - BRUSQUE;2;2020-08-03 00:00:00;"026/2020";;;;
PJ-00012/2019;SUPERVISÃO PONTES COLOMBO SALLES E PEDRO IVO;1;2020-03-18 00:00:00;"007/2020";2020-04-01 00:00:00;"006/2020";14;
PJ-00012/2019;SUPERVISÃO PONTES COLOMBO SALLES E PEDRO IVO;2;2021-03-10 00:00:00;"002/2021";2021-04-28 00:00:00;"005/2021";49;
PJ-00036/2019;PONTOS CRÍTICOS NORTE E PLANALTO;1;2020-03-02 00:00:00;"004/2020";2022-01-18 00:00:00;"001/2022";687;
PJ-00052/2019;PC E PA SUPRE MEIO OESTE, OESTE E EXTREMO OESTE;1;2020-03-02 00:00:00;"002/2020";2022-04-12 00:00:00;"004/2022";771;
PJ-00051/2019;REGIÃO SUPRE SUL, LITORAL, VALE, NORTE E PLANALTO;1;2020-03-02 00:00:00;"003/2020";2022-02-05 00:00:00;"005/2022";705;
CT-00006/2019;PONTE HERCÍLIO LUZ - SUPERVISÃO E FISCALIZAÇÃO;1;2020-03-18 00:00:00;"006/2020";2020-04-01 00:00:00;"003/2020";14;
CT-00006/2019;PONTE HERCÍLIO LUZ - SUPERVISÃO E FISCALIZAÇÃO;2;2020-06-01 00:00:00;"016/2020";2021-01-12 00:00:00;"001/2021";225;
CT-00011/2019;BR 101 - ENTR. SC 370 (AC. AO BAIRRO SÃO MARTINHO);1;2019-08-16 00:00:00;"009/2019";2019-11-01 00:00:00;"009/2019";77;
CT-00011/2019;BR 101 - ENTR. SC 370 (AC. AO BAIRRO SÃO MARTINHO);2;2020-03-20 00:00:00;"017/2020";2020-04-01 00:00:00;"012/2020";12;
CT-00011/2019;BR 101 - ENTR. SC 370 (AC. AO BAIRRO SÃO MARTINHO);3;2020-10-09 00:00:00;"032/2020";2020-12-01 00:00:00;"035/2020";53;
CT-00007/2019;ESTUDO HIDRODINÂMICO ACESSO AEROPORTO H. LUZ;1;2019-11-25 00:00:00;"001/2019";2020-10-16 00:00:00;"002/2020";326;
PJ-00059/2019;SÃO JOAQUIM - PAINEL (ADENSAMENTO NO KM 293);1;2020-12-07 00:00:00;"039/2020";2021-05-26 00:00:00;"008/2021";170;
CT-00010/2019;BUEIRO GRÃO PARA - BRAÇO DO NORTE;1;2020-02-26 00:00:00;"003/2020";2020-06-09 00:00:00;"004/2020";104;
CT-00010/2019;BUEIRO GRÃO PARA - BRAÇO DO NORTE;2;2020-09-08 00:00:00;"06/2020";2021-03-01 00:00:00;"001.2021";174;
CT-00009/2019;PONTE SOBRE O RIO IRANI;1;2020-03-17 00:00:00;"01";2020-04-14 00:00:00;"01";28;
CT-00022/2019;REC. ESCORREGAMENTO DE TALUDE SÃO JOÃO BATISTA-MAJ;1;2020-02-26 00:00:00;"003/2020";2020-05-05 00:00:00;"002/2020";69;
CT-00004/2019/SIE;RODOVIAS ESTADUAIS;1;2019-06-27 00:00:00;"008/2019";2020-04-01 00:00:00;"010/2020";279;
CT-00004/2019/SIE;RODOVIAS ESTADUAIS;2;2020-07-08 00:00:00;"018/2020";2020-08-13 00:00:00;"016/2020";36;
CT-00025/2019;BR 101 - GASPAR (RODOVIA JORGE LACERDA);1;2020-01-15 00:00:00;N° 001/2020;2020-06-10 00:00:00;"014/2020";147;
CT-00025/2019;BR 101 - GASPAR (RODOVIA JORGE LACERDA);2;2020-08-27 00:00:00;"021/2020";2020-10-23 00:00:00;"018/2020";57;
CT-00017/2019;BR 101 ATÉ A RUA TTE ANTONIO JOÃO (JOINVILLE);1;2020-03-18 00:00:00;"007/2020";2020-05-04 00:00:00;"023/2020";47;
CT-00027/2019;BR 101 ATÉ A RUA TTE ANTONIO JOÃO (JOINVILLE);1;2020-03-18 00:00:00;"008/2020";2020-05-04 00:00:00;"011/2020";47;
CT-00027/2019;BR 101 ATÉ A RUA TTE ANTONIO JOÃO (JOINVILLE);2;2022-01-10 00:00:00;"001/2022";2022-02-23 00:00:00;"002/2022";44;
CT-00033/2019;JABORÁ - OURO;1;2020-03-20 00:00:00;"013/2020";2020-04-01 00:00:00;"020/2020";12;
CT-00033/2019;JABORÁ - OURO;2;2020-10-20 00:00:00;"033/2020";2020-12-15 00:00:00;"036/2020";56;
CT-00033/2019;JABORÁ - OURO;3;2020-12-18 00:00:00;"040/2020";2021-03-19 00:00:00;"010/2021";91;
CT-00033/2019;JABORÁ - OURO;4;2021-03-26 00:00:00;"008/2021";2021-07-01 00:00:00;"012/2021";97;
CT-00035/2019;PONTE S/ RIO RATONES - ENTRONC. SC 404;1;2020-03-18 00:00:00;"0010/2020";2020-03-26 00:00:00;"002/2020";8;
CT-00035/2019;PONTE S/ RIO RATONES - ENTRONC. SC 404;2;2020-10-06 00:00:00;"022/2020";2020-11-03 00:00:00;"019/2020";28;
CT-00035/2019;PONTE S/ RIO RATONES - ENTRONC. SC 404;3;2021-01-18 00:00:00;"001/2021";2021-03-09 00:00:00;"04/2021";50;
CT-00059/2019;RECUPERAÇÃO DAS PONTES COLOMBO SALLES E PEDRO IVO;1;2020-04-01 00:00:00;"003/2020";2020-07-09 00:00:00;"003/2020";99;
CT-00059/2019;RECUPERAÇÃO DAS PONTES COLOMBO SALLES E PEDRO IVO;3;2020-07-13 00:00:00;"04/2020";2020-10-05 00:00:00;"003/2020";84;
CT-00051/2019;REVEST. DERMASFALT PONTE PEDRO IVO CAMPOS;1;2021-01-20 00:00:00;"0001/2021";2021-03-12 00:00:00;"005/2021";51;
CT-00046/2019;EXECUÇÃO DE OBRAS EM 25 PONTOS DA SC-390;1;2021-12-10 00:00:00;"018/201";2022-05-02 00:00:00;"011/2022";143;
CT-00055/2019/SIE;MANUTENÇÃO DE EQUIPAMENTOS AEROPORTO CAÇADOR;1;2022-01-05 00:00:00;"01/2022/DTRA/SIE";2022-04-19 00:00:00;"06/2022/DTRA/SIE";104;
CT-00243/2019/SES-FESAUDE;INSTITUTO DE PSIQUIATRIA (HOSPITAL COLÔNIA SANTANA)(DOAÇÃO LEI 17.3762017);1;2020-04-01 00:00:00;Paralisação 01;2020-09-24 00:00:00;"13/2020";176;
CT-00243/2019/SES-FESAUDE;INSTITUTO DE PSIQUIATRIA (HOSPITAL COLÔNIA SANTANA)(DOAÇÃO LEI 17.3762017);2;2020-10-26 00:00:00;Paralisação 02;2020-12-21 00:00:00;"13/GEOMA/2020";56;
CT-00324/2019/SES-FESAUDE;EDIFÍCIO HALLEY;1;2019-11-01 00:00:00;"1° TP";2020-01-30 00:00:00;"002/2020";90;
CT-00323/2019/SES-FESAUDE;HOSPITAL REGIONAL DE SÃO JOSÉ - DR. HOMERO DE MIRANDA GOMES;1;2020-03-20 00:00:00;"1º Termo Paralização";2020-12-04 00:00:00;"1º termo reinício";259;
CT-00323/2019/SES-FESAUDE;HOSPITAL REGIONAL DE SÃO JOSÉ - DR. HOMERO DE MIRANDA GOMES;2;2021-05-01 00:00:00;segundo termo;2021-07-05 00:00:00;T. Reinício 007/2021;65;
CT-00216/2019/SES-FESAUDE;HOSPITAL CELSO RAMOS;1;2020-03-20 00:00:00;"1º Termo";2020-12-04 00:00:00;"1º termo reinício";259;
CT-00001/2019/SDC-FUNDEC;RADAR METEROLOGICO DA DEFESA CIVIL;1;2019-02-25 00:00:00;"1/2019";2019-07-04 00:00:00;"1/2019";129;
CT-00001/2019/SDC-FUNDEC;RADAR METEROLOGICO DA DEFESA CIVIL;2;2019-07-12 00:00:00;"02/2019";;;0;
CT-00142/2019/SES-FESAUDE;HOSPITAL CELSO RAMOS;1;2021-06-29 00:00:00;Paralisação 01;2021-09-13 00:00:00;"10-GEOMA-2021";76;
CT-00142/2019/SES-FESAUDE;HOSPITAL CELSO RAMOS;2;2021-11-01 00:00:00;Paralisação 02;;;217;
CT-00004/2019/SED;ESCOLA DE EDUCAÇÃO BASICA PROFESSORA ZULMA BECKER;1;2020-02-01 00:00:00;TP 1;2020-03-16 00:00:00;TR 1;44;
CT-00004/2019/SED;ESCOLA DE EDUCAÇÃO BASICA PROFESSORA ZULMA BECKER;2;2020-03-27 00:00:00;TR 2;2020-06-22 00:00:00;TR 2;87;
CT-00016/2019/SED;EEB JOSÉ MARIA CARDOSO DA VEIGA  BASE OPERACIONAL POLÍCIA MILITAR;1;2019-11-01 00:00:00;TP 01;2019-12-01 00:00:00;TR 01;30;
CT-00013/2019/SED;EEB IRINEU BORNHAUSEN;1;2019-02-28 00:00:00;"002/2019";2019-05-31 00:00:00;"01";92;
CT-00001/2019/SED;ESCOLA ESTADUAL AMBRÓSIO - GAROPABA;1;2019-02-15 00:00:00;"001";2019-03-26 00:00:00;"001";39;
CT-00017/2019/SED;EEB AMÉRICA DUTRA MACHADO;1;2019-02-28 00:00:00;"10/06/2019";2019-06-11 00:00:00;"001";103;
CT-00019/2019/SED;EEF TEÓFILO TEODORO RÉGIS;1;2019-02-28 00:00:00;"001";2019-06-11 00:00:00;"001";103;
CT-00018/2019/SED;EEB ALTINO FLORES;1;2019-03-11 00:00:00;"001";2019-06-11 00:00:00;"001";92;
CT-00011/2019/SED;EEB HILDA TEODORO VIEIRA;1;2020-07-20 00:00:00;TP 1;2020-09-22 00:00:00;TR 1;64;
CT-00026/2019/SED;EEB  PROFª ELVIRA FARIA PASSOS;1;2019-04-16 00:00:00;"001";2019-07-14 00:00:00;"001";89;
CT-00035/2019/SED;EEB PROFESSORA CLAUDETE MARIA HOFFMANN DOMINGOS;1;2019-04-04 00:00:00;"001";2019-06-11 00:00:00;"001";68;
CT-00027/2019/SED;EEB PROFESSORA ZÉLIA SCHARF;1;2020-03-18 00:00:00;"01";2020-04-01 00:00:00;"01";14;
CT-00033/2019/SED;EEB OSVALDO ARANHA;1;2019-04-16 00:00:00;"01";2019-06-26 00:00:00;"01";71;
CT-00032/2019/SED;EEB PROF. GERTRUDES BENTA COSTA;1;2019-04-08 00:00:00;"001";2019-06-26 00:00:00;"001";79;
CT-00034/2019/SED;EEB PROF HENRIQUE STODIECK;1;2019-04-03 00:00:00;"001";2019-06-11 00:00:00;"001";69;
CT-00215/2019/SES-FESAUDE;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);1;2020-03-18 00:00:00;"1º Termo Paralisação";2020-07-20 00:00:00;"1º Termo de  Reiníci";124;
CT-00081/2019/UDESC;UDESC - FUNDAÇÃO UNIVERSIDADE DE SC;1;2020-03-24 00:00:00;DECRETO Nº 525, DE 2;2020-04-02 00:00:00;PORTARIA Nº 214 ? DE;9;
CT-00245/2019/SES-FESAUDE;EDIFÍCIO HALLEY;1;2019-11-01 00:00:00;"1º Termo Paralisação";2019-11-25 00:00:00;"1º Termo reinício";24;
CT-00049/2019/SED;EEB DR ADERBAL RAMOS DA SILVA;1;2020-01-21 00:00:00;TP 1;2020-02-28 00:00:00;TR 1;38;
CT-00048/2019/SED;EEF DOM JAIME DE BARROS CÃMARA (PROJETO DE DOAÇÃO EM TRAMITAÇÃO);1;2019-12-09 00:00:00;TP 1;2020-03-06 00:00:00;TR 1;88;
CT-00048/2019/SED;EEF DOM JAIME DE BARROS CÃMARA (PROJETO DE DOAÇÃO EM TRAMITAÇÃO);2;2020-05-01 00:00:00;TR 2;2020-07-16 00:00:00;TP 2;76;
CT-00027/2019/SJC-FPSC;TERRENO ( CONSTRUÇÃO E IMPLANTAÇÃO DE UNIDADE PRISIONAL);1;2020-03-18 00:00:00;"01";2020-03-25 00:00:00;"01";7;
CT-00186/2019/UDESC;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA - UDESC;1;2020-03-24 00:00:00;DECRETO Nº 525, DE 2;2020-04-02 00:00:00;PORTARIA Nº 214 ? DE;9;
AA-00403/2019/UDESC;UDESC  (SECRETARIA DO ESTADO DA FAZENDA SC) TRANSFERÊNCIA DO IMÓVEL PARA UDESC;1;2020-03-24 00:00:00;DECRETO Nº 525, DE 2;2020-04-02 00:00:00;PORTARIA Nº 214 ? DE;9;
CT-00003/2019/SIE-GA;VIAS MUNICIPAIS;1;2019-08-15 00:00:00;"001/2019/DITRA";2020-05-04 00:00:00;"012/2020";263;
CT-00003/2019/SIE-GA;VIAS MUNICIPAIS;2;2020-06-01 00:00:00;"015/2020";2020-11-16 00:00:00;"20/2020";168;
MN-00088/2019/SED;MANUTENÇÃO BEM PÚBLICO - ADR DE ARARANGUÁ;1;2020-03-18 00:00:00;"0370/2020";2020-04-01 00:00:00;Of. Gabs n 0447-2020;14;
CT-00033/2019/SJC-FPSC;INSTITUTO DE PSIQUIATRIA - HOSPITAL SANTA TEREZA E COMPLEXO PENITENCIÁRIO SÃO PEDRO DE ALCÂNTARA;1;2020-05-08 00:00:00;"001/SAP/2020";2020-09-14 00:00:00;"002";129;
CT-00082/2019/SED;GINÁSIO DE ESPORTES ROZENDO V. LIMA;1;2019-07-23 00:00:00;"001";2019-08-30 00:00:00;"001";38;
CT-00761/2019/UDESC;UDESC - FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;1;2020-03-24 00:00:00;DECRETO Nº 525 ;2020-04-02 00:00:00;PORTARIA Nº 214 ? DE;9;
CT-00094/2019/SED;EEB PERO VAZ DE CAMINHA;1;2020-02-03 00:00:00;TP 1;2020-04-30 00:00:00;TR 1;87;
CT-00094/2019/SED;EEB PERO VAZ DE CAMINHA;2;2020-05-18 00:00:00;TP 2;2020-08-03 00:00:00;TP 2;77;
CT-00044/2019/SJC;PRESÍDIO REGIONAL E PENITENCIÁRIA INDUSTRIAL DE JOINVILLE;1;2020-03-18 00:00:00;"01";2020-03-25 00:00:00;"01";7;
CT-00023/2019/SDC-FUNDEC;RODOVIAS ESTADUAIS;1;2020-03-19 00:00:00;"01/2020";2020-04-02 00:00:00;"01/2020";14;
CT-00043/2019/SAP-FPSC;COMPLEXO PENITENCIÁRIO DA REGIÃO DE CURITIBANOS;1;2020-03-18 00:00:00;"01/2020";2020-04-01 00:00:00;"02/2020";14;
CT-00043/2019/SAP-FPSC;COMPLEXO PENITENCIÁRIO DA REGIÃO DE CURITIBANOS;2;2020-04-02 00:00:00;"03/2020";2020-05-12 00:00:00;"04/2020";40;
CT-00043/2019/SAP-FPSC;COMPLEXO PENITENCIÁRIO DA REGIÃO DE CURITIBANOS;3;2020-07-01 00:00:00;"05/2020";;;0;
CT-00138/2019/SED;ESCOLA ZITA FLACH  SEDE DOS FUNCIONÁRIOS;1;2020-03-18 00:00:00;"01";2020-04-01 00:00:00;"01";14;
CT-00138/2019/SED;ESCOLA ZITA FLACH  SEDE DOS FUNCIONÁRIOS;2;2020-08-19 00:00:00;"02";2020-09-24 00:00:00;"02";36;
CT-00051/2019/SAP-FPSC;COMPLEXO PENITENCIÁRIO;1;2019-12-18 00:00:00;"01/2019";2020-08-05 00:00:00;"001-2020";231;
CT-00056/2019/SAP-FPSC;TERRENO PÚBLICO (CORPO DE BOMBEIROS MILITAR);1;2019-12-18 00:00:00;"01/2019";;;901;
CT-01727/2019/UDESC;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA - UDESC;1;2020-03-24 00:00:00;DECRETO Nº 525, DE 2;2020-04-02 00:00:00;PORTARIA Nº 214 ? DE;9;
CT-01580/2019/UDESC;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA - UDESC;1;2020-03-24 00:00:00;DECRETO Nº 525, DE 2;2020-04-02 00:00:00;PORTARIA Nº 214 ? DE;9;
CT-00650/2019/SES-FESAUDE;HOSPITAL CELSO RAMOS;1;2020-03-18 00:00:00;Primeiro Termo;2020-04-15 00:00:00;Reinício 08/2020;28;
CT-00650/2019/SES-FESAUDE;HOSPITAL CELSO RAMOS;2;2020-06-24 00:00:00;Paralisação 02;2020-07-30 00:00:00;Reinício 02;36;
CT-00650/2019/SES-FESAUDE;HOSPITAL CELSO RAMOS;3;2021-04-05 00:00:00;Paralisação 03;2021-07-05 00:00:00;"006-GEOMA-2021";91;
CT-01802/2019/UDESC;UDESC-FACULDADE DE ENGENHARIA DE JOINVILLE;1;2020-03-24 00:00:00;DECRETO Nº 525, DE 2;2020-04-02 00:00:00;PORTARIA Nº 214 ? DE;9;
CT-00664/2019/SES-FESAUDE;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);1;2020-03-18 00:00:00;"1º Termo";2020-04-02 00:00:00;Termo de Reinício 06;15;
CT-01970/2019/UDESC;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA (UDESC);1;2020-03-24 00:00:00;DECRETO Nº 525, DE 2;2020-04-02 00:00:00;PORTARIA Nº 214 ? DE;9;
CT-01755/2019/UDESC;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;1;2020-03-24 00:00:00;DECRETO Nº 525, DE 2;2020-04-02 00:00:00;PORTARIA Nº 214 ? DE;9;
CT-00150/2019/SSP-FMSP;SSP - SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA;1;2020-03-04 00:00:00;"01";2020-09-09 00:00:00;"01";189;
CT-00688/2019/SES-FESAUDE;EDIFÍCIO HALLEY;1;2020-04-01 00:00:00;Paralisação 01;2020-04-15 00:00:00;Reinício 09/2020;14;
CT-00688/2019/SES-FESAUDE;EDIFÍCIO HALLEY;2;2020-07-15 00:00:00;Paralisação 02;2020-10-26 00:00:00;"15/GEOMA/2020";103;
CT-02041/2019/UDESC;CERES - UDESC;1;2020-03-24 00:00:00;DECRETO Nº 525, DE 2;2020-04-02 00:00:00;PORTARIA Nº 214 ? DE;9;
CT-00149/2019/SSP-FMSP;"8º BATALHÃO DA POLICIA MILITAR DE SANTA CATARINA";1;2020-03-04 00:00:00;"1";2020-07-02 00:00:00;"004/2020";120;
CT-00172/2019/SED;EEB PRINCESA ISABEL;1;2020-03-18 00:00:00;"02/2020";2020-04-01 00:00:00;GAB/SES 191/2020;14;
CT-02075/2019/UDESC;UDESC-FACULDADE DE ENGENHARIA DE JOINVILLE;1;2020-03-24 00:00:00;DECRETO Nº 525, DE 2;2020-04-02 00:00:00;PORTARIA Nº 214 ? DE;9;
CT-00008/2019/IMA;RESERVA BIOLOGICA ESTADUAL DO SASSAFRÁS;1;2019-10-31 00:00:00;"001/2019/IMA";2020-04-29 00:00:00;"001/2020/IMA";181;
CT-00717/2019/SES-FESAUDE;MATERNIDADE CARMELA DUTRA (HEMOSC - CEPON);1;2020-02-28 00:00:00;Primeiro Termo;2020-11-30 00:00:00;"017/2020";276;
CT-00175/2019/SED;EEB RUTH LEBARBECHON;1;2020-03-20 00:00:00;Primeiro;2020-04-01 00:00:00;Primeiro;12;
CT-00174/2019/SED;EEB MADRE TEREZINHA LEONI;1;2020-03-18 00:00:00;Primeiro;2020-04-07 00:00:00;"01";20;
CT-00174/2019/SED;EEB MADRE TEREZINHA LEONI;2;2020-04-09 00:00:00;"02";;;788;
CT-00233/2019/SSP-FUMPOM;TERRENO FUTURO - 13º PELOTÃO DA 3º COMPANHIA DO BATALHÃO DE POLÍCIA MILITAR;1;2020-03-21 00:00:00;"001";2020-04-02 00:00:00;"002";12;
CT-02431/2019/UDESC;UDESC LAGES;1;2020-03-24 00:00:00;DECRETO Nº 525, DE 2;2020-04-02 00:00:00;PORTARIA Nº 214 ? DE;9;
CT-00184/2019/SED;EEB JUREMA CAVALLAZZI;1;2020-05-27 00:00:00;"01";;;740;
MN-20700/2019/SED;MANUTENÇÃO BEM PÚBLICO - ADR DE CURITIBANOS;1;2020-03-19 00:00:00;"01/2020";2020-04-01 00:00:00;"02/2020";13;
CT-02474/2019/UDESC;UDESC  (SECRETARIA DO ESTADO DA FAZENDA SC) TRANSFERÊNCIA DO IMÓVEL PARA UDESC;1;2020-03-24 00:00:00;DECRETO Nº 525, DE 2;2020-04-02 00:00:00;PORTARIA Nº 214 ? DE;9;
MN-22100/2019/SED;MANUTENÇÃO BEM PÚBLICO - ADR DE SÃO LOURENÇO DO OESTE;1;2020-03-19 00:00:00;"1/2020";2020-04-01 00:00:00;OF 447/2020/SED;13;
MN-21600/2019/SED;MANUTENÇÃO BEM PÚBLICO - ADR DE XANXERÊ;1;2020-03-19 00:00:00;Termo 01;2020-04-01 00:00:00;Termo 02;13;
