"CONTRATO";"OBJETO_CONTRATO";"NUMERO_ADVERTENCIA";"DATA_ADVERTENCIA";"DESCRICAO_ADVERTENCIA";"MOTIVO_ADVERTENCIA";"SOLICITACAO_ADVERTENCIA"
CT-00066/2021/SED;EEB PROFª ADELINA RÉGIS;2;2022-05-31 00:00:00;Atraso em envio de material para análise;"Atraso na entrega de projetos executivos. Tendo em vista que a atual data para entrega do objeto do contrato SED 66/2021 é até o dia 23/06/2022.
Sendo enviado o material para a fiscalização, o mesmo será analisado para averiguar se atende as diretrizes do Termo de Referência e Instruções de Serviço anexas ao Edital RDC 65.2020.";"Que seja encaminhado o material para ser submetido à análise da fiscalização. Havendo necessidades de ajustes, será encaminhado para a contratada via e-mail, os ajustes a serem realizados.
Recebido o material, será procedida e medição parcial do serviço correspondente, conforme orçamento.
Quando entregue material referente a determinado serviço do contrato (Projeto Arquitetônico, Projeto Hidrossanitário, Projeto Elétrico e etc.), atendendo ás diretrizes, será feito o recebimento definitivo e será pago a totalidade do serviço.

"
CT-00069/2021/SED;EEB ALEXANDRE DE GUSMÃO;1;2022-04-26 00:00:00;"1ª Advertência - Atraso na entrega de projetos exe";Atraso na entrega de projetos executivos.;"Considerando a ""3ª análise de documentos técnicos - projetos"", que autoriza a elaboração dos projetos executivos com base na proposta de layout de reforma e ampliação validada, encaminhada pela SED no dia 25/01/2022 e encaminhada para a empresa no dia 27/01/2022 via email.
Considerando o email encaminhado no dia 05/04/2022 por este fiscal, o qual questiona o atraso na entrega dos projetos executivos, respondido pela empresa no dia 05/04/2022 onde alega a entrega do projeto elétrica e lógica no dia 15/04/2022 e os projetos hidrossanitários e ppci no dia 25/04/2022.
Informo que na presente data, 26/04/2022, este fiscal não recebeu os projetos mencionados nas datas apresentadas, por isso, encaminha-se advertência à empresa."
CT-00077/2021/SED;EEB PROF ARGEU FURTADO;1;2021-12-28 00:00:00;Advertência 01;Advertência com relação ao fornecimento do layout existente e solução apresentada para reforma/ampliação.;"Solicito:1) Entrega de layout  existente conforme instrução de serviços para levantamento do layout existente, contemplando as peças gráficas e relatório conforme indicados. 2)Diante da negativa do aditivo de valor solicitado no processo SIE 00034811/2021, solicito reavaliação da solução proposta observado a análise técnica das páginas 140 e 141 desse processo, em especial em relação o elevado custo da  execução da obra de acordo com a proposta de solução apresentada. 
"
CT-00009/2021/SSP-FMPC;ACADEPOL-ACADEMIA DE POLICIA CIVIL;1;2021-08-04 00:00:00;Serviço não finalizado;A empresa não recolocou a porta lateral de vidro do corredor e não fez o acabamento do rodapé, faltou o acabamento na parede que foi danificada devido a recolocação da porta de vidro localizada no corredor e o acabamento abaixo da soleira da porta de entrada.A medição final esta com data de 04.08.2021. em virtude da fiscal anterior ter iniciado, porém não finalizou devido ao aditivo de serviço estar em tramitação e dado um prazo para a empresa fazer os reparos solicitados pela fiscal.;Que seja recolocada a porta de vidro lateral e feito o acabamento com massa acrílica na parede danificada e o abaixo da soleira que foi trocada da porta de entrada. 
CT-00018/2021/SAP-FPSC;SJC - SECRETARIA DE ESTADO DA JUSTIÇA E CIDADANIA;1;2021-07-14 00:00:00;Atraso nas entregas dos projetos executivos;"A empresa Daniel Rosendo de Oliveira - ME. Contratada pelo (a) Secretaria de Estado da Administração Prisional e Socioeducativa através do contrato acima citado está sendo advertida tendo em vista: 
- A não entrega dos projetos e documentações de acordo com o cronograma previsto em contrato, tendo já se passado 72 dias após a emissão da ordem de serviço emitida no dia 03.05.2021 conforme dados contratuais, os itens a seguir não estão sendo cumpridos:
";"- Pagamento 2 (60 dias) ? (15% do contrato) ? Condicionado à entrega do Projeto executivo Arquitetônico, assim como, aprovação pela fiscalização do contrato. 
- E demais projetos que se seguem.
Lembrando que na data de hoje, faltam apenas 108 dias para a finalização deste contrato. "
CT-00018/2021/SAP-FPSC;SJC - SECRETARIA DE ESTADO DA JUSTIÇA E CIDADANIA;2;2021-08-09 00:00:00;"2° Advertência à Contratada";"Atraso nas entrega dos projetos contratados;
Falta de resposta da 1° advertência;
Falta de apresentação dos profissionais que atuam na empresa CONTRATADA;
Falta de apresentação do Cronograma atual de entrega dos projetos.";"Adequações vide 2° Advertência em anexo. Entrega dos projetos contratados à CONTRATANTE.
Solicitamos que sejam atendidas com qualidade e celeridade o cumprimento do contrato."
CT-00018/2021/SAP-FPSC;SJC - SECRETARIA DE ESTADO DA JUSTIÇA E CIDADANIA;3;2021-08-23 00:00:00;"3° Advertência CT 018";"Devido a não resposta das advertências anteriores (1º e 2º) e a demora na entrega do objeto contratado. Até essa data o único documento entregue foi uma simples implantação.
Viemos por meio deste pedir em 2 (dois) dias úteis toda e qualquer documentação criada para esse contrato.";"Solicitamos a entrega de qualquer dos projetos elaborados até essa data bem como a relação dos profissionais que atuam nesse contrato com os devidos registros no CREA/CAU.
Também gostaríamos das respostas das notificações anteriores."
CT-00085/2021/SED;EEB GOVERNADOR PEDRO IVO FIGUEIREDO DE CAMPOS;1;2021-07-06 00:00:00;Inexecução Contratual;"que em vistoria no dia 06/07/2021 a fiscalização constatou que a empresa ainda não havia executado os serviços do grupo ""Canteiro de Obra"" do orçamento, com exceção da instalação da ""placa de obra"". Além disso, foi constatado que a última atualização do diário de obra foi efetuada no dia 02/07/2021. Havia na obra apenas dois funcionários";que a CONTRATADA providencie a instalação completa do canteiro de obra, bem como mantenha, no escritório da obra, em lugar de fácil acesso pela Fiscalização, o Diário de obra atualizado e aumente o ritmo da execução dos serviços a fim de garantir o cumprimento do cronograma físico-financeiro
CT-00085/2021/SED;EEB GOVERNADOR PEDRO IVO FIGUEIREDO DE CAMPOS;2;2021-07-09 00:00:00;Diário de Obra e Refazimento de serviços;que em vistoria no dia 08/07/2021 a fiscalização constatou que a empresa não mantinha o Diário de Obra atualizado, impossibilitando que a fiscalização anotasse as ocorrências quanto ao serviço de Revisão cobertura e estrutura madeira com reaproveitamento, que encontrava-se em desacordo com o estabelecido em contrato  ;que a empresa mantenha o diário de obra atualizado, bem como efetue as readequações com substituições das peças (estrutura da cobertura) que apresente manifestações patológicas a fim de atender o estabelecido em memorial descritivo   
CT-00085/2021/SED;EEB GOVERNADOR PEDRO IVO FIGUEIREDO DE CAMPOS;3;2021-08-09 00:00:00;Falta de pessoal na obra;que em vistoria no dia 09/08/2021 a fiscalização constatou que não havia pessoal na obra. Além disso, percebe-se que o ritmo da obra está lento;que a empresa mantenha pessoal em número suficiente na obra a fim de cumprir o cronograma estipulado em contrato
CT-00086/2021/SED;EEB ANÍSIO VICENTE DE FREITAS;1;2021-07-06 00:00:00;Não observância às normas vigentes.;"que após a visita realizada no dia 05/07/2021 à EEB Anísio Vicente de Freitas, constatou-se, que a empresa iniciou os trabalhos em desconformidade com a NR 18, que expressa em seu item 18.1.3 que é vedado o ingresso ou a permanência de trabalhadores no canteiro de obras sem que estejam assegurados pelas medidas previstas nesta NR e compatíveis com a fase da obra. Também fazemos uso da presente para advertir a contratada, para a observância do artigo 18.4.1 da NR18.





";a regularização do canteiro de obras para poder prosseguir com as atividades, solicitamos também que não ocorra novamente tais descumprimentos legais e normativos sob pena de sanções administrativas mais severas.
CT-00086/2021/SED;EEB ANÍSIO VICENTE DE FREITAS;2;2021-07-06 00:00:00;Placa dos Responsáveis Técnicos.;que baseado no art. 16 da Lei Federal nº 5.194/66 e resolução nº 250 de 16 de dezembro 1977, advertimos a contratada sobre a colocação de placa de obra dos responsáveis técnicos que até a data da última visita dia 05/07/2021, não foi encontrada na edificação.;que a contratada providencie a placa dos responsáveis bem como a placa de obra antes do reinício das atividades.
CT-00086/2021/SED;EEB ANÍSIO VICENTE DE FREITAS;3;2021-07-06 00:00:00;Atraso de cronograma;"o atraso ao início das atividades. Ao fazer a visita no dia 05/07/2021 verificou-se um atraso significativo no início nos trabalhos, onde identificamos apenas a retirada do forro da sala do auditório, O diretor nos relatou que o inicio efetivo das atividades se deu, no dia 04/05, também não identificamos nenhum operário no local. Vale ressaltar que o Art. 78 da 8666 em seu inciso IV, prevê rescisão contratual em casos de o atraso injustificado no início da obra, serviço ou fornecimento.
"; Sendo assim, solicitamos que a empresa apresente justificativa para o referido atraso, e que dê inicio a execução imediata dos serviços presentes no contrato.
CT-00087/2021/SED;EEB PERO VAZ DE CAMINHA;1;2021-07-06 00:00:00;Atraso de cronograma.;"Atraso ao inicio efetivo das obras, a OS foi emitida em 16/06 e até o momento a empresa não se mobilizou de forma satisfatória, o que pode provocar atraso injustificado ao cronograma. Até o momento não executou serviços essenciais, previstos em contrato:
1.Instalação de placa de responsáveis técnicos, em desacordo com a Res.250, de 16 Dez 1977 do CONFEA;
2.Execução de abrigo provisório e instalação provisória de sanitários em desacordo com os artigos 18.1.3 e 18.4.1 da NR18;

";Apresentar justificativa dos devidos atrasos. E que dê inicio a execução imediata dos dos serviços presentes no contrato.
CT-00089/2021/SED;EEB PROF MARIA DE LOURDES SCHERER;1;2022-05-24 00:00:00;Ausência do Diário de Obras;a ausência do Diário de Obras ;providenciar o Diário de Obras e sempre fazer a reposição com antecedência
CT-00089/2021/SED;EEB PROF MARIA DE LOURDES SCHERER;2;2021-12-29 00:00:00;Regularização da Unidade Sanitária;que baseado no item 18.5.3 da NR 18 a unidade sanitária construída não atende todas as exigências orçamentárias e normativas.;providencie a regularização do banheiro construído conforme planilha orçamentária e conforme NR 18 antes do reinício das atividades.
CT-00089/2021/SED;EEB PROF MARIA DE LOURDES SCHERER;3;2022-01-06 00:00:00;Falta de EPI;falta de equipamentos de proteção individual conforme a NR 6: capacete para proteção contra impactos de objetos sobre o crânio;providenciar EPIs, visto que como consta na 18.23.1 da NR 18, a empresa é obrigada a fornecer aos trabalhadores, gratuitamente, EPI adequado ao risco e em perfeito estado de conservação e funcionamento. Se estes já foram distribuídos aos funcionários, a empresa deverá orientá-los para que os utilizem
CT-00089/2021/SED;EEB PROF MARIA DE LOURDES SCHERER;4;2022-01-07 00:00:00;Ausência de memorial descritivo na obra;a não presença do memorial descritivo na obra e quando perguntado ao funcionário da empresa executora, este confirmou que não havia;providenciar impressão do memorial descritivo e qualquer outro documento técnico necessário para a correta execução da obra
CT-00090/2021/SED;EEF AREIAS DE CIMA;1;2021-07-07 00:00:00;Placa de Obra e placa dos responsáveis;que baseado no art. 16 da Lei Federal nº 5.194/66 e resolução nº 250 de 16 de dezembro 1977, advertimos a contratada sobre a colocação de placa de obra dos responsáveis técnicos que até a data da última visita dia 06/07/2021, não foi encontrada na edificação.;que a contratada providencie a placa dos responsáveis bem como a placa de obra antes do reinício das atividades.
CT-00090/2021/SED;EEF AREIAS DE CIMA;2;2021-07-20 00:00:00;Ausência de responsável técnico na obra;a ausência de responsável técnico na obra haja visto que fizemos a quinta visita na obra e até o presente momento, não encontramos nenhum responsável técnico responsável. Já temos boa parte das escavações e fundações executadas sem o acompanhamento do responsável técnico designado pela empresa. ;que a contratada providencie um responsável técnico para acompanhamento e coordenação nas atividades para a correta execução do objeto.
CT-00090/2021/SED;EEF AREIAS DE CIMA;3;2021-07-30 00:00:00;Inicio inadequado de Alvenaria;O não atendimento normativo para a execução da impermeabilização das estruturas de concreto, de modo que a empresa já iniciou a alvenaria sem executar a impermeabilização das vigas baldrames. Em e-mail enviado na data de 29/30/2021 para o preposto responsável, também enfatizamos a necessidade de conferência do nível em que os vigas baldrames foram executadas.;Que a empresa execute a impermeabilização dos baldrames antes de iniciar a alvenaria assim como preconiza a norma vigente e que, nos pontos em que se inicio o serviço de alvenaria que essa alvenaria seja desconstruída para promover a correta aplicação da impermeabilização.
CT-00090/2021/SED;EEF AREIAS DE CIMA;4;2022-05-24 00:00:00;Ausência de Diário de Obras;a ausência do Diário de Obras;providenciar o Diário de Obras e sempre fazer a reposição com antecedência
CT-00091/2021/SED;EEB JORNALISTA JAIRO CALLADO;1;2021-09-15 00:00:00;Atraso de obra;Que até a data da segunda medição a obra atingiu percentual de 3,79 % de execução física e de acordo com o cronograma físico financeiro apresentado pela empresa, a obra deveria estar com 21,12 % dos serviços executados;que a empresa atualize a meta física dos serviços referentes ao contrato acima
